,style1,style2,style3,style4,style5,sval1,sval2,sval3,sval4,sval5,ID
624,138,154,195,152,104,0.3866725265979767,0.2886306643486023,0.21206970512866974,0.014863232150673866,0.008799162693321705,887544_0.jpg
625,138,154,195,152,104,0.3866725265979767,0.2886306643486023,0.21206970512866974,0.014863232150673866,0.008799162693321705,887544_1.jpg
626,112,136,198,93,20,0.489899218082428,0.36786073446273804,0.058472324162721634,0.016229737550020218,0.015860799700021744,887544_2.jpg
627,108,109,84,134,153,0.5579256415367126,0.3012278378009796,0.10895811021327972,0.01575453206896782,0.009754098951816559,887544_3.jpg
628,24,97,66,20,112,0.83702152967453,0.1276007741689682,0.009527786634862423,0.004737014416605234,0.003960640635341406,887544_4.jpg
629,108,109,84,93,64,0.38886794447898865,0.3547135293483734,0.05974758416414261,0.03857651725411415,0.02847686968743801,887544_5.jpg
630,112,136,198,113,150,0.39240485429763794,0.2784404456615448,0.08714206516742706,0.07293824851512909,0.030826274305582047,887544_6.jpg
631,195,138,154,152,25,0.2156737744808197,0.16690096259117126,0.10742596536874771,0.037841904908418655,0.03086782619357109,896242_0.jpg
632,195,138,154,152,25,0.2156737744808197,0.16690096259117126,0.10742596536874771,0.037841904908418655,0.03086782619357109,896242_1.jpg
633,11,24,97,66,112,0.37914812564849854,0.3304574191570282,0.28720834851264954,0.0021854578517377377,0.0002301689237356186,896242_2.jpg
634,112,113,136,108,109,0.14390061795711517,0.13111671805381775,0.128029927611351,0.1263982206583023,0.12073421478271484,896242_3.jpg
635,112,136,11,24,97,0.4492059350013733,0.29725608229637146,0.08538411557674408,0.07167431712150574,0.021220015361905098,896242_4.jpg
636,181,79,57,2,78,0.0891977995634079,0.07670465856790543,0.05296871066093445,0.044537775218486786,0.0437803715467453,896242_5.jpg
637,112,136,195,24,11,0.4457489848136902,0.39095938205718994,0.030903678387403488,0.02315114066004753,0.02228308841586113,896242_6.jpg
638,90,102,47,65,156,0.5867070555686951,0.060547035187482834,0.057236455380916595,0.04213515669107437,0.029097776859998703,942848_0.jpg
639,64,70,109,152,108,0.63686603307724,0.280790239572525,0.014099654741585255,0.013669589534401894,0.013573314063251019,973782_0.jpg
640,8,129,9,93,136,0.11815185844898224,0.0738927498459816,0.07228592038154602,0.07129863649606705,0.07090304046869278,985949_0.jpg
